Tweet,Date,Retweets,Likes
"“the highest level of bias i’ve ever witnessed in any law enforcement officer.” trey gowdy on the fbi’s own, peter… https://t.co/d6wt89hri8",Mon Jun 18 01:03:52 +0000 2018,27826,106274
the democrats should get together with their republican counterparts and work something out on border security &amp; sa… https://t.co/t5ckwe94p0,Mon Jun 18 00:49:01 +0000 2018,20022,89969
"why was the fbi’s sick loser, peter strzok, working on the totally discredited mueller team of 13 angry &amp; conflicte… https://t.co/nb5pynpkyf",Mon Jun 18 00:42:04 +0000 2018,21368,84558
"why was the fbi giving so much information to the fake news media. they are not supposed to be doing that, and know… https://t.co/cq4u1jfjtu",Mon Jun 18 00:25:53 +0000 2018,24525,101943
rt @whitehouse: happy father's day! https://t.co/1legof68lb,Sun Jun 17 16:55:13 +0000 2018,11351,0
"witch hunt! there was no russian collusion. oh, i see, there was no russian collusion, so now they look for obstruc… https://t.co/vcdjvduts8",Sun Jun 17 14:54:53 +0000 2018,30539,126129
"rt @realdonaldtrump: the ig report totally destroys james comey and all of his minions including the great lovers, peter strzok and lisa pa…",Sun Jun 17 14:37:03 +0000 2018,30171,0
"rt @realdonaldtrump: my supporters are the smartest, strongest, most hard working and most loyal that we have seen in our countries history…",Sun Jun 17 14:36:44 +0000 2018,43290,0
"rt @realdonaldtrump: democrats can fix their forced family breakup at the border by working with republicans on new legislation, for a chan…",Sun Jun 17 14:36:35 +0000 2018,30399,0
"rt @realdonaldtrump: i’ve had to beat 17 very talented people including the bush dynasty, then i had to beat the clinton dynasty, and now i…",Sun Jun 17 14:36:08 +0000 2018,37555,0
washington post employees want to go on strike because bezos isn’t paying them enough. i think a really long strike… https://t.co/9zg9ex7xxr,Sun Jun 17 13:26:28 +0000 2018,16819,71474
"our economy is perhaps better than it has ever been. companies doing really well, and moving back to america, and j… https://t.co/v2og0nmsze",Sun Jun 17 13:08:26 +0000 2018,15757,82946
the denuclearization deal with north korea is being praised and celebrated all over asia. they are so happy! over h… https://t.co/itgx9x2doh,Sun Jun 17 13:01:06 +0000 2018,18692,79807
holding back the “war games” during the negotiations was my request because they are very expensive and set a bad l… https://t.co/jpmyv8peey,Sun Jun 17 12:48:43 +0000 2018,15105,76168
"funny how the fake news, in a coordinated effort with each other, likes to say i gave sooo much to north korea beca… https://t.co/mkafk6dpfe",Sun Jun 17 12:40:02 +0000 2018,17151,79057
"daniel henninger of the wall street journal: “this ig report makes it clear, as did rod rosenstein’s memo, that tru… https://t.co/ch9udza09r",Sun Jun 17 12:31:46 +0000 2018,17359,71309
please clear up the fake news! https://t.co/3vbikbmkwp,Sun Jun 17 11:58:01 +0000 2018,12343,52265
"chuck schumer said “the summit was what the texans call all cattle and no hat.” thank you chuck, but are you sure y… https://t.co/e0ni3jm9qy",Sun Jun 17 11:52:40 +0000 2018,19677,85502
"rt @whitehouse: “americans must demand their lawmakers support the legislation we need to defeat ms-13 once and for all, and to ensure ever…",Sat Jun 16 14:29:03 +0000 2018,17228,0
"the ig report totally destroys james comey and all of his minions including the great lovers, peter strzok and lisa… https://t.co/eleihw1wtj",Sat Jun 16 14:01:33 +0000 2018,30171,120016
"my supporters are the smartest, strongest, most hard working and most loyal that we have seen in our countries hist… https://t.co/ibbbq2l81b",Sat Jun 16 13:12:14 +0000 2018,43290,184404
"democrats can fix their forced family breakup at the border by working with republicans on new legislation, for a c… https://t.co/mnuogb4s3x",Sat Jun 16 13:03:57 +0000 2018,30399,119973
rt @realdonaldtrump: the democrats are forcing the breakup of families at the border with their horrible and cruel legislative agenda. any…,Sat Jun 16 12:47:56 +0000 2018,28563,0
great discussions with european union commission president jean-claude juncker and eu council president donald tusk… https://t.co/7cb3tkr9et,Fri Jun 15 22:32:18 +0000 2018,9089,47902
the fake news media said that i did not get along with other leaders at the #g7summit in canada. they are once agai… https://t.co/psrl9vsjog,Fri Jun 15 22:23:44 +0000 2018,17787,73246
"i have a great relationship with angela merkel of germany, but the fake news media only shows the bad photos (imply… https://t.co/qk62k60wzn",Fri Jun 15 22:03:07 +0000 2018,21778,81951
"i’ve had to beat 17 very talented people including the bush dynasty, then i had to beat the clinton dynasty, and no… https://t.co/cririy7axh",Fri Jun 15 17:49:38 +0000 2018,37555,154407
"wow, what a tough sentence for paul manafort, who has represented ronald reagan, bob dole and many other top politi… https://t.co/ynjm2jx3cb",Fri Jun 15 17:41:10 +0000 2018,25273,97965
the democrats are forcing the breakup of families at the border with their horrible and cruel legislative agenda. a… https://t.co/cjqnxomxph,Fri Jun 15 17:08:14 +0000 2018,28563,110952
“donald trump was 100% right to fire james comey.” mark levin,Fri Jun 15 12:03:30 +0000 2018,15760,77804
"rt @foxandfriends: ig report bombshell: anti-trump fbi agent peter strzok texted his lover lisa page ""we'll stop"" trump from becoming presi…",Fri Jun 15 11:56:58 +0000 2018,13914,0
rt @foxandfriends: doj ig report finds that an fbi lawyer told a bureau employee “viva le resistance” after president trump was elected htt…,Fri Jun 15 11:56:45 +0000 2018,11461,0
rt @foxandfriends: “this is one of the most damning rebukes of the fbi that i think we’ve ever seen.” -@jasoninthehouse https://t.co/9dotim…,Fri Jun 15 11:55:55 +0000 2018,11833,0
rt @foxandfriends: .@jasoninthehouse: the doj ig report is 562 pages of nothing but bias and animus https://t.co/7iexfmvo1m,Fri Jun 15 11:55:42 +0000 2018,10311,0
rt @foxandfriends: .@jasoninthehouse: anything mueller is doing with his investigation is tainted by the anti-trump fbi agents https://t.co…,Fri Jun 15 11:55:26 +0000 2018,10473,0
rt @foxandfriends: .@jasoninthehouse: all of this started because hillary clinton set up her private server https://t.co/rlzjdrxxxm,Fri Jun 15 11:55:21 +0000 2018,8607,0
“why in the world didn’t barack obama fire this guy (comey)?” asks mark levin!,Fri Jun 15 11:53:57 +0000 2018,13672,66728
"wow, the highest rated (by far) morning show, @foxandfriends, is on the front lawn of the white house. maybe i’ll h… https://t.co/2gxxuzp8qq",Fri Jun 15 11:50:07 +0000 2018,14842,88308
"u.s.a. jobs numbers are the best in 44 years. if my opponent (the democrats) had won the election, they would have… https://t.co/vgrgdr8m4d",Fri Jun 15 11:45:03 +0000 2018,21603,99177
"thank you for all of the compliments on getting the world cup to come to the u.s.a., mexico and canada. i worked ha… https://t.co/ku0jh8v0t4",Fri Jun 15 11:06:28 +0000 2018,13414,72183
"the ig report is a total disaster for comey, his minions and sadly, the fbi. comey will now officially go down as t… https://t.co/ymledh3yj0",Fri Jun 15 10:55:40 +0000 2018,19594,86133
"fbi agent peter strzok, who headed the clinton &amp; russia investigations, texted to his lover lisa page, in the ig re… https://t.co/krwzclbcew",Fri Jun 15 10:35:14 +0000 2018,23683,92063
happy #flagday🇺🇸 https://t.co/keumfnohiv,Thu Jun 14 17:34:46 +0000 2018,17181,84728
"happy 243rd birthday to the @usarmy! thank you for your bravery, sacrifices, and dedication to the u.s.a. we love y… https://t.co/e29ozghjvb",Thu Jun 14 16:33:55 +0000 2018,16405,79393
"....schneiderman, who ran the clinton campaign in new york, never had the guts to bring this ridiculous case, which… https://t.co/w70gd7paff",Thu Jun 14 15:09:21 +0000 2018,17640,76199
"the sleazy new york democrats, and their now disgraced (and run out of town) a.g. eric schneiderman, are doing ever… https://t.co/m8stgmocx6",Thu Jun 14 15:09:12 +0000 2018,27161,111904
"so, the democrats make up a phony crime, collusion with the russians, pay a fortune to make the crime sound real, i… https://t.co/16hcwvo7cc",Thu Jun 14 15:08:51 +0000 2018,31611,117344
"now that i am back from singapore, where we had a great result with respect to north korea, the thought process mus… https://t.co/2mky5uhcxi",Thu Jun 14 15:08:44 +0000 2018,16544,78412
the republican party is starting to show very big numbers. people are starting to see what is being done. results a… https://t.co/omhipsxk12,Thu Jun 14 12:34:25 +0000 2018,23985,115021
"congratulations to @kevincramer on his huge win in north dakota. we need kevin in the senate, and i strongly endors… https://t.co/qdipccxmd6",Wed Jun 13 20:50:20 +0000 2018,15319,71313
congratulations to danny tarkanian on his big gop primary win in nevada. danny worked hard an got a great result. looking good in november!,Wed Jun 13 20:17:00 +0000 2018,15888,82737
senator claire mccaskill of the great state of missouri flew around in a luxurious private jet during her rv tour o… https://t.co/y2fqcocela,Wed Jun 13 20:11:41 +0000 2018,24214,94840
"so funny to watch the fake news, especially nbc and cnn. they are fighting hard to downplay the deal with north kor… https://t.co/khuajnntor",Wed Jun 13 13:30:49 +0000 2018,42768,164840
"oil prices are too high, opec is at it again. not good!",Wed Jun 13 11:52:50 +0000 2018,24150,112609
"the u.s., together with mexico and canada, just got the world cup. congratulations - a great deal of hard work!",Wed Jun 13 11:49:16 +0000 2018,19933,103439
"we save a fortune by not doing war games, as long as we are negotiating in good faith - which both sides are!",Wed Jun 13 11:10:03 +0000 2018,19044,102931
before taking office people were assuming that we were going to war with north korea. president obama said that nor… https://t.co/ta3joyw9ee,Wed Jun 13 10:01:40 +0000 2018,32564,146027
"just landed - a long trip, but everybody can now feel much safer than the day i took office. there is no longer a n… https://t.co/l9ksyysnzi",Wed Jun 13 09:56:57 +0000 2018,21663,105548
congratulations to corey stewart for his great victory for senator from virginia. now he runs against a total stiff… https://t.co/d1ln5yaqob,Wed Jun 13 09:55:31 +0000 2018,16332,74501
"...realize the economy is the best it’s ever been with employment being at an all time high, and many companies pou… https://t.co/yehogd992y",Wed Jun 13 09:40:03 +0000 2018,13638,74716
"robert de niro, a very low iq individual, has received too many shots to the head by real boxers in movies. i watch… https://t.co/rwh1fl2vyd",Wed Jun 13 09:40:02 +0000 2018,20083,99668
my political representatives didn’t want me to get involved in the mark sanford primary thinking that sanford would… https://t.co/qaqpku2vvr,Wed Jun 13 09:37:03 +0000 2018,12202,63253
"a year ago the pundits &amp; talking heads, people that couldn’t do the job before, were begging for conciliation and p… https://t.co/j5z26jqrhr",Wed Jun 13 01:14:14 +0000 2018,30808,127510
"the world has taken a big step back from potential nuclear catastrophe! no more rocket launches, nuclear testing or… https://t.co/wvuhiebqr7",Wed Jun 13 00:27:36 +0000 2018,33027,153641
i want to thank chairman kim for taking the first bold step toward a bright new future for his people. our unpreced… https://t.co/yrjmlzkl8f,Wed Jun 13 00:11:43 +0000 2018,24162,111928
there is no limit to what noko can achieve when it gives up its nuclear weapons and embraces commerce &amp; engagement… https://t.co/yo6qtfrllp,Wed Jun 13 00:02:14 +0000 2018,18129,83563
"it's time for another #maga rally. join me in duluth, minnesota on wednesday, june 20th at 6:30pm!
tickets➜… https://t.co/njjthknhq5",Tue Jun 12 23:37:13 +0000 2018,13159,52811
"here is the video, “a story of opportunity” that i shared with kim jong-un at the #singaporesummit
➡️… https://t.co/tk74hcaylt",Tue Jun 12 21:23:18 +0000 2018,15635,57645
...got along great with kim jong-un who wants to see wonderful things for his country. as i said earlier today: any… https://t.co/jrbzcoyym8,Tue Jun 12 20:40:28 +0000 2018,18274,83297
heading back home from singapore after a truly amazing visit. great progress was made on the denuclearization of no… https://t.co/ctq28gmsme,Tue Jun 12 20:40:26 +0000 2018,19347,89973
mark sanford has been very unhelpful to me in my campaign to maga. he is mia and nothing but trouble. he is better… https://t.co/jp07q3vx3c,Tue Jun 12 20:12:43 +0000 2018,18740,79285
"i strongly endorse adam laxalt for governor of nevada. adam is smart, works hard, and knows how to win. he will be… https://t.co/1fyskpgczv",Tue Jun 12 19:30:54 +0000 2018,14764,64628
rt @realdonaldtrump: henry mcmaster loves the people of south carolina and was with me from the beginning. he is strong on crime and border…,Tue Jun 12 18:55:28 +0000 2018,17205,0
https://t.co/tjg3kin2q0,Tue Jun 12 08:02:55 +0000 2018,50109,182082
"our great larry kudlow, who has been working so hard on trade and the economy, has just suffered a heart attack. he… https://t.co/p4sfstikaa",Tue Jun 12 00:35:49 +0000 2018,24784,100782
just won big supreme court decision on voting! great news!,Tue Jun 12 00:03:23 +0000 2018,23264,117626
